step,type,value,lr,norm,dt,tok_sec
2597,train,4.848331928253174,9.6112e-05,0.8489,973.08,67348.78
2598,train,4.777881622314453,9.5977e-05,0.8270,973.72,67304.76
2599,train,4.800775051116943,9.5843e-05,0.7526,972.70,67375.06
2600,train,4.650371551513672,9.5708e-05,0.8950,972.83,67366.65
2601,train,4.790351390838623,9.5574e-05,0.9426,972.01,67423.46
2602,train,4.913134574890137,9.5440e-05,1.1463,974.76,67233.09
2603,train,4.768864154815674,9.5306e-05,1.0737,974.06,67281.19
2604,train,4.773020267486572,9.5172e-05,0.9006,975.19,67203.62
2605,train,4.827526569366455,9.5039e-05,1.0455,974.74,67234.17
2606,train,4.793717384338379,9.4905e-05,0.9869,973.55,67316.71
2607,train,4.850078582763672,9.4772e-05,1.3113,972.29,67403.82
2608,train,4.864891529083252,9.4638e-05,1.2504,972.72,67373.64
2609,train,4.771084308624268,9.4505e-05,0.9605,971.90,67431.02
2610,train,4.762961387634277,9.4372e-05,0.9773,973.10,67347.66
2611,train,4.669239044189453,9.4239e-05,0.9760,973.55,67316.32
2612,train,4.74575662612915,9.4107e-05,1.0597,973.71,67305.70
2613,train,4.541748046875,9.3974e-05,1.8343,973.04,67351.48
2614,train,4.864105701446533,9.3841e-05,1.0616,973.40,67326.97
2615,train,4.8408427238464355,9.3709e-05,0.9564,973.48,67321.69
2616,train,4.903226375579834,9.3577e-05,1.0472,971.88,67432.18
2617,train,4.756606101989746,9.3445e-05,0.9462,972.56,67385.31
2618,train,4.703609943389893,9.3313e-05,1.1146,973.15,67343.89
2619,train,4.844511032104492,9.3181e-05,0.9343,974.14,67275.82
2620,train,4.7949676513671875,9.3049e-05,0.9275,973.38,67328.59
2621,train,4.759088039398193,9.2918e-05,0.8931,971.89,67431.32
2622,train,4.764235019683838,9.2786e-05,0.9606,971.46,67461.42
2623,train,4.6438493728637695,9.2655e-05,0.9084,972.07,67419.20
2624,train,4.775585174560547,9.2524e-05,0.8897,972.66,67378.23
2625,train,4.814545631408691,9.2393e-05,0.7875,973.72,67304.96
2626,train,4.749117851257324,9.2262e-05,0.9072,972.93,67359.51
2627,train,4.8763909339904785,9.2131e-05,1.0674,973.25,67337.15
2628,train,4.750998020172119,9.2001e-05,0.8339,972.23,67407.77
2629,train,4.799692153930664,9.1870e-05,0.9739,974.07,67280.63
2630,train,4.757109642028809,9.1740e-05,0.8955,974.27,67267.01
2631,train,4.780048847198486,9.1610e-05,0.9359,972.85,67365.04
2632,train,4.6934733390808105,9.1480e-05,0.8253,973.83,67297.05
2633,train,4.714682579040527,9.1350e-05,0.8351,974.76,67232.74
2634,train,4.821915149688721,9.1220e-05,1.1331,973.85,67295.78
2635,train,4.679645538330078,9.1090e-05,0.9371,972.78,67369.96
2636,train,4.732367038726807,9.0961e-05,0.7695,972.59,67382.74
2637,train,4.688128471374512,9.0832e-05,0.7985,972.26,67405.90
2638,train,4.7966437339782715,9.0702e-05,0.8550,973.50,67320.26
2639,train,4.7907867431640625,9.0573e-05,0.8145,973.41,67326.52
2640,train,4.764003753662109,9.0444e-05,0.9424,975.20,67202.58
2641,train,4.934637546539307,9.0316e-05,1.2800,974.92,67221.69
2642,train,4.78834342956543,9.0187e-05,0.8195,973.19,67341.77
2643,train,4.797334671020508,9.0058e-05,0.8617,972.37,67398.55
2644,train,4.846528053283691,8.9930e-05,0.8312,974.36,67260.82
2645,train,4.6884565353393555,8.9802e-05,0.8780,973.45,67323.49
2646,train,4.738482475280762,8.9674e-05,0.9020,972.74,67372.23
2647,train,4.775062084197998,8.9546e-05,0.8530,974.61,67243.55
2648,train,4.812836170196533,8.9418e-05,1.0265,974.61,67243.61
2649,train,4.746220111846924,8.9290e-05,0.8475,973.46,67322.68
2650,train,4.678078651428223,8.9162e-05,0.8032,971.61,67450.96
2651,train,4.785783290863037,8.9035e-05,0.8797,973.97,67287.17
2652,train,4.62660026550293,8.8908e-05,0.9480,972.90,67361.34
2653,train,4.798212051391602,8.8781e-05,0.7930,973.71,67305.59
2654,train,4.811765193939209,8.8654e-05,1.1028,974.27,67266.82
2655,train,4.756720542907715,8.8527e-05,0.8578,972.59,67383.12
2656,train,4.864806175231934,8.8400e-05,0.9738,973.03,67352.80
2657,train,4.67183256149292,8.8273e-05,0.7780,972.25,67406.68
2658,train,4.8100266456604,8.8147e-05,0.8414,972.15,67413.76
2659,train,4.795114040374756,8.8021e-05,0.8113,972.90,67361.40
2660,train,4.865581512451172,8.7894e-05,1.0883,973.76,67302.33
2661,train,4.803372859954834,8.7768e-05,0.8054,972.87,67363.50
2662,train,4.846585273742676,8.7643e-05,0.8615,972.82,67367.23
2663,train,4.798618316650391,8.7517e-05,0.8293,974.21,67270.87
2664,train,4.731175422668457,8.7391e-05,0.8281,973.41,67325.91
2665,train,4.712175369262695,8.7266e-05,0.9480,971.97,67425.73
2666,train,4.804416656494141,8.7140e-05,0.7952,973.48,67321.40
2667,train,4.680327415466309,8.7015e-05,0.9819,972.09,67417.31
2668,train,4.743083477020264,8.6890e-05,0.9968,971.79,67438.23
2669,train,4.788362503051758,8.6765e-05,0.9349,973.95,67288.80
2670,train,4.828946113586426,8.6640e-05,0.9163,971.81,67437.19
2671,train,4.78354549407959,8.6516e-05,0.9336,972.26,67405.85
2672,train,4.694352149963379,8.6391e-05,1.3052,971.82,67436.28
2673,train,4.7254228591918945,8.6267e-05,1.2484,973.17,67343.00
2674,train,4.731253147125244,8.6143e-05,0.9253,971.97,67425.70
2675,train,4.808193683624268,8.6019e-05,1.1224,972.64,67379.37
2676,train,4.762435436248779,8.5895e-05,0.9437,973.97,67287.53
2677,train,4.774352073669434,8.5771e-05,0.8094,972.68,67377.07
2678,train,4.664268970489502,8.5648e-05,0.9167,972.89,67362.25
2679,train,4.838106632232666,8.5524e-05,1.0129,972.36,67398.86
2680,train,4.696053981781006,8.5401e-05,0.8160,971.46,67461.67
2681,train,4.808436393737793,8.5278e-05,0.8401,972.52,67388.14
2682,train,4.814577579498291,8.5154e-05,0.8911,973.82,67297.73
2683,train,4.81992769241333,8.5032e-05,0.8847,972.96,67357.26
2684,train,4.865408897399902,8.4909e-05,1.0769,972.89,67362.25
2685,train,4.820968151092529,8.4786e-05,0.8265,972.97,67356.39
2686,train,4.742152214050293,8.4664e-05,0.8239,972.06,67419.71
2687,train,4.705559253692627,8.4541e-05,0.9346,972.75,67371.74
2688,train,4.717076778411865,8.4419e-05,0.8873,973.68,67307.62
2689,train,4.711333274841309,8.4297e-05,0.7913,973.55,67316.40
2690,train,4.710752487182617,8.4175e-05,0.8170,973.72,67304.43
2691,train,4.6341071128845215,8.4054e-05,0.9045,973.23,67338.35
2692,train,4.739390850067139,8.3932e-05,0.8412,972.91,67360.96
2693,train,4.648266792297363,8.3810e-05,0.8041,974.05,67281.75
2694,train,4.707728862762451,8.3689e-05,0.8137,973.03,67352.23
2695,train,4.665567398071289,8.3568e-05,0.7944,972.81,67368.01
2696,train,4.718804359436035,8.3447e-05,0.9234,971.93,67428.92
2697,train,4.736372947692871,8.3326e-05,0.7772,972.97,67356.95
2698,train,4.73289155960083,8.3205e-05,0.7213,972.21,67409.62
2699,train,4.8139848709106445,8.3085e-05,0.8616,974.82,67228.91
2700,train,4.55875825881958,8.2964e-05,0.7422,973.74,67303.22
2701,train,4.732175827026367,8.2844e-05,0.7765,972.78,67369.66
2702,train,4.7108635902404785,8.2724e-05,0.8288,972.57,67384.04
2703,train,4.629092693328857,8.2604e-05,0.8282,972.30,67402.90
2704,train,4.873570442199707,8.2484e-05,1.2049,973.05,67351.05
2705,train,4.7253522872924805,8.2364e-05,0.8372,973.60,67312.89
2706,train,4.753634929656982,8.2245e-05,0.7821,972.30,67403.28
2707,train,4.705772876739502,8.2125e-05,0.7427,972.12,67415.21
2708,train,4.665284633636475,8.2006e-05,0.8863,973.17,67342.77
2709,train,4.796489238739014,8.1887e-05,0.8683,972.65,67378.48
2710,train,4.76601505279541,8.1768e-05,0.9670,972.33,67400.96
2711,train,4.82563591003418,8.1649e-05,0.8440,972.14,67414.43
2712,train,4.765503406524658,8.1530e-05,0.7928,972.43,67394.22
2713,train,4.696918487548828,8.1412e-05,1.0632,972.01,67422.88
2714,train,4.734786033630371,8.1293e-05,0.8055,973.62,67311.95
2715,train,4.792872428894043,8.1175e-05,0.8052,972.42,67394.57
2716,train,4.740248680114746,8.1057e-05,0.8152,972.44,67393.66
2717,train,4.731348514556885,8.0939e-05,0.7406,972.15,67413.79
2718,train,4.657005786895752,8.0821e-05,0.8392,972.38,67397.31
2719,train,4.660172462463379,8.0704e-05,0.7975,973.39,67327.40
2720,train,4.633155822753906,8.0586e-05,0.7597,971.32,67470.96
2721,train,4.708388328552246,8.0469e-05,0.9947,972.85,67365.28
2722,train,4.72656774520874,8.0352e-05,0.8659,972.21,67409.09
2723,train,4.771562576293945,8.0235e-05,0.8813,972.86,67364.51
2724,train,4.768682956695557,8.0118e-05,1.0399,972.20,67410.14
2725,train,4.867866516113281,8.0001e-05,0.8439,972.68,67376.92
2726,train,4.7491984367370605,7.9884e-05,0.7241,972.63,67380.01
2727,train,4.781253337860107,7.9768e-05,0.9652,971.25,67475.78
2728,train,4.617551326751709,7.9651e-05,0.9006,972.38,67397.79
2729,train,4.705202579498291,7.9535e-05,0.9086,973.45,67323.21
2730,train,4.708992004394531,7.9419e-05,1.0132,972.64,67379.83
2731,train,4.778140068054199,7.9303e-05,0.7820,971.80,67437.87
2732,train,4.71750020980835,7.9188e-05,0.8502,973.64,67310.63
2733,train,4.708839416503906,7.9072e-05,0.8557,972.82,67367.02
2734,train,4.608919143676758,7.8957e-05,0.7753,972.57,67384.54
2735,train,4.755181789398193,7.8841e-05,0.8445,971.70,67444.34
2736,train,4.763625621795654,7.8726e-05,0.7431,972.38,67397.52
2737,train,4.866883754730225,7.8611e-05,0.9449,973.07,67349.45
2738,train,4.795284271240234,7.8497e-05,0.8334,972.83,67366.46
2739,train,4.872768402099609,7.8382e-05,0.9086,972.86,67364.09
2740,train,4.686383247375488,7.8267e-05,0.8610,973.16,67343.79
2741,train,4.730991840362549,7.8153e-05,0.8153,973.19,67341.19
2742,train,4.8741021156311035,7.8039e-05,1.1197,972.72,67374.23
2743,train,4.922889709472656,7.7925e-05,0.8920,973.37,67329.16
2744,train,4.714432716369629,7.7811e-05,1.0392,972.47,67391.34
2745,train,4.665950775146484,7.7697e-05,1.0753,973.97,67287.45
2746,train,4.727797985076904,7.7583e-05,0.9716,973.28,67334.99
2747,train,4.691091537475586,7.7470e-05,0.8880,972.31,67402.28
2748,train,4.669060230255127,7.7357e-05,0.9822,972.26,67405.67
2749,train,4.6894354820251465,7.7244e-05,1.0876,972.39,67397.14
2750,train,4.6770195960998535,7.7130e-05,0.8467,971.87,67433.07
2751,train,4.6737847328186035,7.7018e-05,0.8552,974.23,67269.71
2752,train,4.534241676330566,7.6905e-05,1.6262,974.23,67269.88
2753,train,4.782817840576172,7.6792e-05,0.8635,971.99,67424.74
2754,train,4.608969688415527,7.6680e-05,0.8180,971.92,67429.76
2755,train,4.661009311676025,7.6568e-05,0.8706,971.16,67482.41
2756,train,4.750639915466309,7.6456e-05,0.8135,974.51,67250.28
2757,train,4.751831531524658,7.6344e-05,0.8843,973.18,67342.41
2758,train,4.73932409286499,7.6232e-05,0.8497,971.61,67451.26
2759,train,4.6998114585876465,7.6120e-05,0.8572,972.52,67387.68
2760,train,4.79228401184082,7.6009e-05,0.8747,971.97,67425.63
2761,train,4.506481170654297,7.5898e-05,0.8939,972.76,67371.46
2762,train,4.691282749176025,7.5786e-05,0.8053,972.91,67360.81
2763,train,4.668292045593262,7.5675e-05,0.8978,972.44,67393.15
2764,train,4.6947021484375,7.5564e-05,0.8357,972.65,67378.63
2765,train,4.6786909103393555,7.5454e-05,0.8811,972.31,67402.15
2766,train,4.741376876831055,7.5343e-05,0.8946,973.30,67333.48
2767,train,4.709336757659912,7.5233e-05,0.9295,973.35,67330.32
2768,train,4.630073070526123,7.5123e-05,0.8550,972.09,67417.71
2769,train,4.545167922973633,7.5012e-05,0.7961,973.06,67350.23
2770,train,4.641318321228027,7.4903e-05,0.8272,972.22,67408.88
2771,train,4.764647960662842,7.4793e-05,0.7854,972.72,67373.94
2772,train,4.707405090332031,7.4683e-05,0.9465,972.15,67413.33
2773,train,4.636589050292969,7.4574e-05,0.8150,972.35,67399.92
2774,train,4.67765474319458,7.4464e-05,0.8145,971.78,67439.08
2775,train,4.681044101715088,7.4355e-05,0.7644,971.06,67488.97
2776,train,4.704336166381836,7.4246e-05,0.9694,971.86,67433.92
2777,train,4.758211135864258,7.4137e-05,0.7756,973.70,67306.20
2778,train,4.5601091384887695,7.4029e-05,0.9077,974.27,67266.68
2779,train,4.559042930603027,7.3920e-05,0.9240,972.28,67404.68
2780,train,4.719799995422363,7.3812e-05,0.9339,973.65,67309.35
2781,train,4.815014839172363,7.3703e-05,1.3392,973.35,67330.50
2782,train,4.675682544708252,7.3595e-05,0.8903,971.88,67432.33
2783,train,4.670908451080322,7.3487e-05,0.9335,972.25,67406.53
2784,train,4.703824043273926,7.3380e-05,0.8718,973.06,67350.26
2785,train,4.616476535797119,7.3272e-05,0.7726,972.20,67409.71
2786,train,4.701316833496094,7.3165e-05,0.8046,972.34,67399.97
2787,train,4.6198225021362305,7.3057e-05,0.7765,972.33,67400.85
2788,train,4.629045486450195,7.2950e-05,0.7964,972.38,67397.71
2789,train,4.619561672210693,7.2843e-05,0.8404,973.89,67292.90
2790,train,4.632252216339111,7.2736e-05,0.7629,972.78,67369.64
2791,train,4.670169830322266,7.2630e-05,0.7536,971.57,67453.77
2792,train,4.6820173263549805,7.2523e-05,0.8071,973.64,67309.99
2793,train,4.6401166915893555,7.2417e-05,0.7785,972.32,67401.95
2794,train,4.618893146514893,7.2310e-05,0.7487,972.24,67407.54
2795,train,4.761105537414551,7.2204e-05,0.9681,972.60,67382.47
2796,train,4.668854713439941,7.2099e-05,0.7597,972.65,67378.49
2797,train,4.637981414794922,7.1993e-05,0.8302,973.14,67344.73
2798,train,4.556401252746582,7.1887e-05,0.8214,971.65,67447.85
2799,train,4.6773362159729,7.1782e-05,0.8146,972.17,67411.92
2800,train,4.867345333099365,7.1677e-05,0.9329,973.69,67306.56
2801,train,4.624533176422119,7.1571e-05,0.8550,972.31,67402.38
2802,train,4.506509780883789,7.1467e-05,0.9297,973.53,67317.67
2803,train,4.761519908905029,7.1362e-05,0.9045,973.53,67318.00
2804,train,4.535395622253418,7.1257e-05,0.8152,972.08,67418.12
2805,train,4.635364532470703,7.1153e-05,0.8425,971.38,67466.62
2806,train,4.727254390716553,7.1048e-05,0.8898,973.28,67335.45
2807,train,4.6872758865356445,7.0944e-05,0.9046,973.56,67315.54
2808,train,4.663545608520508,7.0840e-05,0.8178,971.97,67425.68
2809,train,4.576371192932129,7.0736e-05,0.7883,972.11,67416.55
2810,train,4.64600944519043,7.0633e-05,0.8362,972.06,67419.53
2811,train,4.628042221069336,7.0529e-05,0.7903,972.54,67386.41
2812,train,4.742492198944092,7.0426e-05,0.8918,971.53,67456.54
2813,train,4.826226711273193,7.0323e-05,0.8020,972.03,67422.04
2814,train,4.678200721740723,7.0220e-05,0.8124,973.19,67341.30
2815,train,4.612382888793945,7.0117e-05,0.9170,972.69,67376.28
2816,train,4.70769739151001,7.0014e-05,0.8425,973.87,67294.75
2817,train,4.544404029846191,6.9911e-05,0.8327,971.68,67445.76
2818,train,4.658254146575928,6.9809e-05,0.8163,973.32,67332.26
2819,train,4.667873859405518,6.9707e-05,0.8526,972.91,67360.73
2820,train,4.565232276916504,6.9605e-05,0.8013,971.77,67439.77
2821,train,4.732024669647217,6.9503e-05,0.8422,972.99,67355.13
2822,train,4.668386459350586,6.9401e-05,0.8364,972.33,67400.68
2823,train,4.586777210235596,6.9299e-05,0.8917,972.89,67362.49
2824,train,4.633207321166992,6.9198e-05,0.8719,971.94,67427.70
2825,train,4.531808376312256,6.9097e-05,0.8557,973.15,67344.52
2826,train,4.672982692718506,6.8995e-05,0.8166,973.06,67350.63
2827,train,4.620967388153076,6.8895e-05,0.9463,971.63,67449.29
2828,train,4.548378944396973,6.8794e-05,0.7779,971.64,67448.78
2829,train,4.616888523101807,6.8693e-05,0.8081,972.43,67394.39
2830,train,4.730139255523682,6.8593e-05,0.8498,973.31,67332.81
2831,train,4.711202144622803,6.8492e-05,0.8089,971.65,67448.41
2832,train,4.706212520599365,6.8392e-05,0.8699,973.03,67352.51
2833,train,4.622222900390625,6.8292e-05,0.9523,974.15,67275.15
2834,train,4.639522552490234,6.8192e-05,0.8033,972.69,67375.70
2835,train,4.7055253982543945,6.8093e-05,0.8020,972.21,67409.24
2836,train,4.605918884277344,6.7993e-05,1.2203,972.07,67419.31
2837,train,4.668587684631348,6.7894e-05,0.8486,972.65,67378.86
2838,train,4.718868255615234,6.7795e-05,0.8943,972.66,67378.05
2839,train,4.731357574462891,6.7696e-05,0.8862,971.12,67485.26
2840,train,4.712954044342041,6.7597e-05,0.9898,973.66,67309.23
2841,train,4.715482234954834,6.7498e-05,0.8240,972.52,67387.94
2842,train,4.58701753616333,6.7399e-05,0.9112,971.99,67424.70
2843,train,4.720476150512695,6.7301e-05,0.8180,971.95,67427.30
2844,train,4.570215225219727,6.7203e-05,0.8145,973.03,67352.52
2845,train,4.6924028396606445,6.7105e-05,0.8607,972.88,67363.10
2846,train,4.626955986022949,6.7007e-05,0.7909,971.54,67455.50
2847,train,4.6088032722473145,6.6909e-05,1.0944,973.20,67340.58
2848,train,4.578751087188721,6.6812e-05,0.8428,972.16,67412.93
2849,train,4.715936183929443,6.6714e-05,0.7418,972.21,67409.04
2850,train,4.689166069030762,6.6617e-05,0.9237,973.09,67348.05
2851,train,4.579349517822266,6.6520e-05,0.7986,972.18,67411.46
2852,train,4.56105899810791,6.6423e-05,0.8026,972.68,67377.06
2853,train,4.496549129486084,6.6326e-05,0.7633,971.00,67493.42
2854,train,4.631990909576416,6.6230e-05,0.7892,971.61,67450.94
2855,train,4.613984107971191,6.6133e-05,0.9067,973.47,67322.06
2856,train,4.582147598266602,6.6037e-05,0.7910,972.02,67422.54
2857,train,4.620735168457031,6.5941e-05,0.8674,971.36,67468.18
2858,train,4.757360935211182,6.5845e-05,0.9278,972.52,67388.12
2859,train,4.44379186630249,6.5749e-05,1.1297,972.46,67391.99
2860,train,4.642904758453369,6.5654e-05,0.8398,971.31,67471.99
2861,train,4.686159133911133,6.5558e-05,0.9225,972.37,67398.55
2862,train,4.573561191558838,6.5463e-05,0.8110,972.44,67393.54
2863,train,4.628876209259033,6.5368e-05,0.7703,972.17,67412.27
2864,train,4.570194244384766,6.5273e-05,0.8612,972.19,67410.35
2865,train,4.601097106933594,6.5178e-05,0.8035,971.68,67445.96
2866,train,4.60667610168457,6.5083e-05,0.8650,973.18,67342.01
2867,train,4.64096736907959,6.4989e-05,0.8856,972.62,67380.77
2868,train,4.672464370727539,6.4895e-05,0.8691,972.39,67397.10
2869,train,4.652374267578125,6.4801e-05,1.0030,970.99,67494.04
2870,train,4.689533710479736,6.4707e-05,0.8338,971.35,67469.11
2871,train,4.505621433258057,6.4613e-05,0.9082,971.65,67448.11
2872,train,4.651056289672852,6.4519e-05,0.8018,972.70,67375.62
2873,train,4.53171443939209,6.4426e-05,0.8330,972.09,67417.92
2874,train,4.6191582679748535,6.4332e-05,0.8760,972.66,67378.43
2875,train,4.609468936920166,6.4239e-05,0.7636,971.64,67449.07
2876,train,4.490248680114746,6.4146e-05,0.8021,973.40,67326.79
2877,train,4.508768558502197,6.4054e-05,0.8301,972.78,67370.10
2878,train,4.608056545257568,6.3961e-05,0.9085,973.13,67345.31
2879,train,4.471138954162598,6.3868e-05,0.9188,972.62,67380.57
2880,train,4.5966315269470215,6.3776e-05,0.8783,971.47,67460.96
2881,train,4.558197975158691,6.3684e-05,0.8383,971.90,67430.67
2882,train,4.592708587646484,6.3592e-05,0.8414,973.01,67353.70
2883,train,4.5258355140686035,6.3500e-05,0.8478,972.10,67416.86
2884,train,4.540492534637451,6.3409e-05,1.2805,973.96,67288.19
2885,train,4.622108459472656,6.3317e-05,0.8473,973.26,67336.77
2886,train,4.536013126373291,6.3226e-05,0.8932,972.09,67417.71
2887,train,4.544996738433838,6.3135e-05,0.9209,973.45,67323.74
2888,train,4.542288780212402,6.3044e-05,0.8399,972.83,67366.42
2889,train,4.535623550415039,6.2953e-05,1.0031,971.69,67445.43
2890,train,4.486659526824951,6.2862e-05,1.1246,971.81,67437.26
2891,train,4.656468391418457,6.2772e-05,1.0722,972.01,67423.03
2892,train,4.63851261138916,6.2682e-05,0.9147,972.40,67396.24
2893,train,4.541932106018066,6.2591e-05,0.8328,971.36,67467.95
2894,train,4.660375118255615,6.2501e-05,1.0245,972.72,67374.27
2895,train,4.497015476226807,6.2412e-05,0.8728,973.02,67353.25
2896,train,4.499268054962158,6.2322e-05,0.8868,972.22,67408.58
2897,train,4.644536972045898,6.2233e-05,0.8175,971.79,67438.65
2898,train,4.540460586547852,6.2143e-05,0.8394,972.34,67400.62
2899,train,4.79894495010376,6.2054e-05,0.9742,972.84,67365.83
2900,train,4.530860424041748,6.1965e-05,0.8621,972.01,67423.45
2901,train,4.724501609802246,6.1876e-05,1.2762,972.93,67359.46
2902,train,4.619258880615234,6.1788e-05,1.1251,972.72,67373.85
2903,train,4.555323123931885,6.1699e-05,1.0550,972.96,67357.13
2904,train,4.601747512817383,6.1611e-05,0.9232,972.62,67380.89
2905,train,4.483669757843018,6.1523e-05,0.9138,971.27,67474.67
2906,train,4.67425012588501,6.1435e-05,0.9947,974.11,67278.01
2907,train,4.574703693389893,6.1347e-05,0.9842,971.84,67435.21
2908,train,4.607336044311523,6.1260e-05,0.8806,973.03,67352.51
2909,train,4.558032035827637,6.1172e-05,0.8843,972.24,67406.91
2910,train,4.472158908843994,6.1085e-05,0.9413,972.35,67399.76
2911,train,4.541492462158203,6.0998e-05,0.8074,973.25,67337.59
2912,train,4.5003838539123535,6.0911e-05,0.8715,972.70,67375.60
2913,train,4.592601776123047,6.0824e-05,1.1328,972.22,67408.40
2914,train,4.587160110473633,6.0738e-05,0.8989,971.82,67436.61
2915,train,4.560622215270996,6.0651e-05,0.8668,972.96,67357.33
2916,train,4.513932704925537,6.0565e-05,1.0324,971.75,67441.10
2917,train,4.690964698791504,6.0479e-05,0.9074,972.19,67410.63
2918,train,4.6162428855896,6.0393e-05,0.8516,973.28,67334.97
2919,train,4.592625617980957,6.0307e-05,0.8473,971.55,67455.16
2920,train,4.6194071769714355,6.0222e-05,0.8355,973.18,67341.86
2921,train,4.56107234954834,6.0136e-05,0.8764,971.58,67453.13
2922,train,4.560515403747559,6.0051e-05,0.7806,973.16,67343.68
2923,train,4.455208778381348,5.9966e-05,0.8207,972.85,67365.04
2924,train,4.55959939956665,5.9881e-05,0.9312,972.42,67394.43
2925,train,4.5498881340026855,5.9796e-05,0.8037,973.67,67308.42
2926,train,4.706582069396973,5.9712e-05,0.8547,971.09,67486.95
2927,train,4.42279577255249,5.9627e-05,0.8507,972.65,67378.58
2928,train,4.640094757080078,5.9543e-05,1.0149,972.86,67364.36
2929,train,4.529452323913574,5.9459e-05,0.8547,973.19,67341.47
2930,train,4.440452575683594,5.9375e-05,0.9213,974.05,67281.91
2931,train,4.499015808105469,5.9291e-05,0.8262,972.77,67370.52
2932,train,4.44435977935791,5.9208e-05,0.7877,972.49,67389.56
2933,train,4.475521564483643,5.9125e-05,0.7580,972.32,67401.46
2934,train,4.5311455726623535,5.9041e-05,0.8771,972.04,67421.10
2935,train,4.6154046058654785,5.8958e-05,0.8116,973.03,67352.29
2936,train,4.670189380645752,5.8875e-05,0.8143,971.20,67479.14
2937,train,4.504323482513428,5.8793e-05,0.8761,972.29,67403.51
2938,train,4.674909591674805,5.8710e-05,1.1725,971.77,67439.57
2939,train,4.624424934387207,5.8628e-05,1.0391,972.43,67394.12
2940,train,4.570282936096191,5.8546e-05,0.9974,971.89,67431.60
2941,train,4.600682735443115,5.8464e-05,0.8087,972.34,67400.33
2942,train,4.499434947967529,5.8382e-05,0.7960,972.65,67379.09
2943,train,4.488551139831543,5.8300e-05,0.8404,973.54,67317.54
2944,train,4.541972637176514,5.8219e-05,0.7931,973.20,67340.94
2945,train,4.4854512214660645,5.8138e-05,0.8129,972.99,67355.43
2946,train,4.5835442543029785,5.8056e-05,0.8769,973.96,67287.93
2947,train,4.624131202697754,5.7975e-05,0.9041,972.73,67373.39
2948,train,4.588890075683594,5.7895e-05,0.9669,971.74,67442.02
2949,train,4.839937210083008,5.7814e-05,1.1049,972.31,67402.27
2950,train,4.519979476928711,5.7734e-05,0.9075,972.09,67417.68
2951,train,4.579885959625244,5.7653e-05,0.9608,973.03,67352.64
2952,train,4.45023775100708,5.7573e-05,0.8850,973.27,67335.68
2953,train,4.572405815124512,5.7493e-05,0.8491,972.73,67373.39
2954,train,4.496593475341797,5.7414e-05,0.8499,972.42,67394.55
2955,train,4.578221797943115,5.7334e-05,0.8426,971.87,67432.96
2956,train,4.495087146759033,5.7255e-05,0.8382,971.90,67430.58
2957,train,4.550595283508301,5.7175e-05,0.8031,973.79,67299.94
2958,train,4.562917232513428,5.7096e-05,0.8878,974.16,67274.52
2959,train,4.51262092590332,5.7017e-05,0.8348,971.95,67427.63
2960,train,4.5767364501953125,5.6939e-05,0.7888,971.88,67432.26
2961,train,4.5784711837768555,5.6860e-05,0.8771,973.26,67336.78
2962,train,4.493999481201172,5.6782e-05,0.8050,972.35,67399.90
2963,train,4.560605525970459,5.6704e-05,0.9619,972.67,67377.40
2964,train,4.6910881996154785,5.6626e-05,0.9382,971.49,67459.44
2965,train,4.504992961883545,5.6548e-05,0.8659,974.09,67279.20
2966,train,4.529046058654785,5.6470e-05,0.8855,972.25,67406.52
2967,train,4.686688423156738,5.6393e-05,0.8650,972.21,67409.59
2968,train,4.703640937805176,5.6315e-05,0.8731,973.14,67344.82
2969,train,4.605262279510498,5.6238e-05,0.9268,971.88,67432.15
2970,train,4.671552658081055,5.6161e-05,1.2155,972.45,67392.57
2971,train,4.759703636169434,5.6084e-05,1.0658,973.18,67342.26
2972,train,4.771618843078613,5.6008e-05,0.9199,972.39,67396.86
2973,train,4.66964054107666,5.5931e-05,0.9411,971.85,67434.13
2974,train,4.729794502258301,5.5855e-05,0.8656,972.40,67396.27
2975,train,4.731073379516602,5.5779e-05,1.1261,972.67,67377.62
2976,train,4.701679229736328,5.5703e-05,0.8482,972.59,67382.75
2977,train,4.658611297607422,5.5627e-05,0.8426,972.49,67390.07
2978,train,4.859851837158203,5.5552e-05,1.0074,972.51,67388.47
2979,train,4.766000747680664,5.5476e-05,0.9260,973.11,67347.13
2980,train,4.846243858337402,5.5401e-05,0.8703,972.47,67391.10
2981,train,4.86299467086792,5.5326e-05,1.0048,973.02,67352.89
2982,train,4.8396711349487305,5.5251e-05,1.0632,972.58,67383.63
2983,train,4.7410383224487305,5.5177e-05,0.8397,972.13,67415.08
2984,train,4.718545913696289,5.5102e-05,0.8328,974.40,67257.96
2985,train,4.656670093536377,5.5028e-05,0.9157,972.31,67402.48
2986,train,4.664477348327637,5.4953e-05,0.8627,973.29,67334.41
2987,train,4.6877946853637695,5.4879e-05,0.8519,973.11,67346.73
2988,train,4.631656646728516,5.4806e-05,0.8588,971.38,67467.20
2989,train,4.7610087394714355,5.4732e-05,0.8258,972.54,67386.39
2990,train,4.759614944458008,5.4659e-05,0.8084,974.51,67250.54
2991,train,4.638123512268066,5.4585e-05,0.7963,971.93,67429.00
2992,train,4.702360153198242,5.4512e-05,0.8119,973.09,67348.40
2993,train,4.714567184448242,5.4439e-05,0.8015,971.82,67436.05
2994,train,4.477890968322754,5.4366e-05,1.2301,974.09,67279.51
